name,socket,form_factor
Gigabyte GA-Z97X-Gaming GT,LGA1150,ATX
ASRock EPC612D8A,LGA2011-3 Narrow,ATX
MSI Z170A-G45 GAMING,LGA1151,ATX
Gigabyte GA-Z170-D3H,LGA1151,ATX
Asus P10S WS,LGA1151,ATX
Gigabyte GA-Z170-Gaming K3-EU,LGA1151,ATX
Gigabyte GA-Gaming B8,LGA1151,ATX
Gigabyte GA-Z270X-DESIGNARE,LGA1151,ATX
ASRock Z370 Killer SLI,LGA1151,ATX
MSI X299 TOMAHAWK AC,LGA2066,ATX
MSI X299 PRO,LGA2066,ATX
Asus PRIME H470-PLUS,LGA1200,ATX
Gigabyte H470 AORUS PRO AX,LGA1200,ATX
Asus Crosshair V Formula,AM3+,ATX
Asus P8Z68-V LE,LGA1155,ATX
Asus P9X79 DELUXE,LGA2011,ATX
Gigabyte GA-X79S-UP5-WIFI,LGA2011,EATX
ASRock Z87 Extreme3,LGA1150,ATX
Gigabyte GA-Z97X-SOC FORCE,LGA1150,ATX
Asus SABERTOOTH Z97 MARK2,LGA1150,ATX
Gigabyte GA-X99-GAMING 5,LGA2011-3,ATX
Gigabyte GA-X99-UD5 WIFI,LGA2011-3,EATX
Gigabyte GA-X99-GAMING G1WIFI,LGA2011-3,EATX
MSI H170A Gaming Pro,LGA1151,ATX
Gigabyte GA-P35-DS3L,LGA775,ATX
ASRock Fatal1ty X99 Professional Gaming i7,LGA2011-3,ATX
Gigabyte GA-990FXA-UD3 Ultra,AM3+,ATX
MSI 970A GAMING PRO CARBON,AM3+/AM3,ATX
Gigabyte X299 AORUS Gaming 7,LGA2066,ATX
ASRock Fatal1ty B360 Gaming K4,LGA1151,ATX
Gigabyte H370 AORUS GAMING 3,LGA1151,ATX
Asus ROG RAMPAGE VI EXTREME OMEGA,LGA2066,EATX
ASRock Z490 Phantom Gaming 4/ac,LGA1200,ATX
Gigabyte Z690 GAMING X DDR4 V2,LGA1700,ATX
ASRock B460 Steel Legend,LGA1200,ATX
Gigabyte GA-P55A-UD4P,LGA1156,ATX
MSI P43-C51,LGA775,ATX
Gigabyte GA-990XA-UD3,AM3+,ATX
ASRock Fatal1ty 990FX Professional,AM3+,ATX
ASRock X79 Extreme6,LGA2011,ATX
Asus P8H77-V LE,LGA1155,ATX
MSI Z77A-GD55,LGA1155,ATX
ASRock B75 Pro3,LGA1155,ATX
Gigabyte GA-Z87X-UD5H,LGA1150,ATX
ASRock H87 Pro4,LGA1150,ATX
Gigabyte GA-Z170X-UD5 TH,LGA1151,ATX
Gigabyte GA-X99P-SLI,LGA2011-3,ATX
ASRock Fatal1ty Z170 Professional Gaming i7,LGA1151,ATX
MSI Z170A SLI,LGA1151,ATX
ASRock Fatal1ty Z170 Gaming K6,LGA1151,ATX
ASRock Fatal1ty Z270 Gaming K4,LGA1151,ATX
MSI B250 KRAIT GAMING,LGA1151,ATX
MSI X299 GAMING PRO CARBON AC,LGA2066,ATX
MSI B360 GAMING PRO CARBON,LGA1151,ATX
ASRock Z390 Phantom Gaming 9,LGA1151,ATX
Gigabyte Z690 UD DDR4 V2,LGA1700,ATX
Asus Pro WS C246-ACE,LGA1151,ATX
Asus ROG MAXIMUS X APEX,LGA1151,EATX
Gigabyte GA-P67A-D3-B3,LGA1155,ATX
ASRock 970 Pro3 R2.0,AM3+,ATX
ASRock 970 Extreme3 R2.0,AM3+,ATX
Asus M5A97 EVO R2.0,AM3+,ATX
ASRock Fatal1ty H97 Killer,LGA1150,ATX
Asus Z97-DELUXE,LGA1150,ATX
MSI X99S GAMING 9 AC,LGA2011-3,EATX
Asus X99-S,LGA2011-3,ATX
Gigabyte GA-H97-HD3,LGA1150,ATX
ASRock X99 WS-E,LGA2011-3,EATX
ASRock Z170A-X1/3.1,LGA1151,ATX
MSI Z270 XPOWER GAMING TITANIUM,LGA1151,ATX
MSI H270-A PRO,LGA1151,ATX
ASRock H470 Phantom Gaming 4,LGA1200,ATX
ASRock Z270 Killer SLI,LGA1151,ATX
Gigabyte Z490 AORUS XTREME,LGA1200,EATX
Asus Maximus III Formula,LGA1156,ATX
ASRock P67 Extreme4,LGA1155,ATX
Asus P8Z68-V/GEN3,LGA1155,ATX
MSI B75A-G43,LGA1155,ATX
ASRock Z87 Pro4,LGA1150,ATX
Asus P9D WS,LGA1150,ATX
Asus Z87-Pro (V Edition),LGA1150,ATX
ASRock Fatal1ty H87 Performance,LGA1150,ATX
ASRock Z97 PRO3,LGA1150,ATX
Asus H97-PRO,LGA1150,ATX
MSI X99A GAMING 9 ACK,LGA2011-3,EATX
Gigabyte GA-P85-D3T,LGA1150,ATX
MSI Z170A GAMING M9 ACK,LGA1151,ATX
MSI Z170 Krait Gaming,LGA1151,ATX
MSI H170A PC Mate,LGA1151,ATX
ASRock Fatal1ty H170 Performance,LGA1151,ATX
Asus H170-PRO/CSM,LGA1151,ATX
Asus B150-PLUS,LGA1151,ATX
Gigabyte GA-Z170X-UD3 Ultra,LGA1151,ATX
Gigabyte GA-B250-HD3P,LGA1151,ATX
Gigabyte X299 AORUS Gaming 9,LGA2066,ATX
ASRock Fatal1ty X299 Professional Gaming i9,LGA2066,ATX
Asus ROG MAXIMUS IX EXTREME,LGA1151,EATX
ASRock H370 Pro4,LGA1151,ATX
Gigabyte GA-P55-USB3,LGA1156,ATX
Asus P5P43TD,LGA775,ATX
Asus P6X58D-E,LGA1366,ATX
MSI P55-CD53,LGA1156,ATX
Asus P5P43TD/USB3,LGA775,ATX
Gigabyte GA-990FXA-UD5,AM3+,ATX
ASRock Z68 Pro3 GEN3,LGA1155,ATX
Asus Rampage IV Extreme/BF3,LGA2011,EATX
Asus P8Z77-V PRO/THUNDERBOLT,LGA1155,ATX
ASRock 980DE3/U3S3,AM3+,ATX
Asus Z87-C,LGA1150,ATX
MSI Z97-G55 SLI,LGA1150,ATX
Gigabyte GA-EX58-UD4P,LGA1366,ATX
MSI B85-G43,LGA1150,ATX
Asus X99-DELUXE/U3.1,LGA2011-3,ATX
Asus SABERTOOTH Z97 MARK 2/USB 3.1,LGA1150,ATX
Asus H170-PLUS D3,LGA1151,ATX
Gigabyte G1.Sniper Z170,LGA1151,ATX
MSI H270 PC MATE,LGA1151,ATX
MSI Z270 GAMING M6 AC,LGA1151,ATX
Gigabyte X299 AORUS Ultra Gaming Pro,LGA2066,ATX
Gigabyte GA-EP43-UD3L,LGA775,ATX
MSI P67A-C43,LGA1155,ATX
Asus M5A88-V EVO,AM3+,ATX
Asus Maximus IV Extreme-Z,LGA1155,EATX
MSI 990FXA-GD65,AM3+,ATX
Asus M5A97,AM3+,ATX
Gigabyte GA-970A-D3,AM3+,ATX
ASRock 970 Extreme3,AM3+,ATX
Asus P8Z68 Deluxe/GEN3,LGA1155,ATX
Asus P8Z77-V DELUXE,LGA1155,ATX
MSI Z77A-G45 Gaming,LGA1155,ATX
Asus Z87-Deluxe,LGA1150,ATX
ASRock Z87 Pro3,LGA1150,ATX
Gigabyte GA-Z97X-Gaming G1,LGA1150,ATX
Gigabyte GA-Z97X-UD5H-BK,LGA1150,ATX
MSI Z97-GD65 Gaming,LGA1150,ATX
Gigabyte G1.SNIPER H6,LGA1150,ATX
MSI X99S GAMING 9 ACK,LGA2011-3,EATX
Asus P5P41T LE,LGA775,ATX
Gigabyte GA-B85-HD3-A (rev. 1.0),LGA1150,ATX
ASRock Z170 Gaming K4/D3,LGA1151,ATX
Asus B150-PRO,LGA1151,ATX
Gigabyte X299 AORUS Gaming 3,LGA2066,ATX
Gigabyte X299 DESIGNARE EX,LGA2066,ATX
ASRock Z390 PHANTOM GAMING X,LGA1151,ATX
ASRock Z490 Phantom Gaming 4/2.5G,LGA1200,ATX
ASRock Z590 Phantom Gaming 4/ac,LGA1200,ATX
ASRock Z590 Phantom Gaming 4/ac+,LGA1200,ATX
Gigabyte Z490 UD AC-Y1,LGA1200,ATX
Gigabyte GA-P43-ES3G,LGA775,ATX
Gigabyte GA-X58A-UD5,LGA1366,ATX
Gigabyte GA-X58-USB3,LGA1366,ATX
MSI P67A-GD65 (B3),LGA1155,ATX
Gigabyte GA-Z68P-DS3,LGA1155,ATX
MSI 990FXA-GD80V2,AM3+,ATX
Gigabyte GA-Z77-HD3,LGA1155,ATX
MSI Z77A-GD65 Gaming,LGA1155,ATX
ASRock H97 PERFORMANCE,LGA1150,ATX
ASRock Z97 Extreme3,LGA1150,ATX
Gigabyte GA-Z97X-UD7 TH,LGA1150,ATX
ASRock X99 OC Formula,LGA2011-3,EATX
ASRock Z97 Extreme6/ac,LGA1150,ATX
Asus X99-PRO,LGA2011-3,ATX
ASRock 970 Performance,AM3+,ATX
ASRock Fatal1ty Z97 Professional,LGA1150,ATX
MSI X99S SLI Krait,LGA2011-3,ATX
Asus RAMPAGE V EXTREME/U3,LGA2011-3,EATX
Gigabyte GA-X99-UD3P (rev. 1.0),LGA2011-3,ATX
Gigabyte GA-X99-UD4P,LGA2011-3,EATX
Gigabyte GA-990FXA-UD5 R5,AM3+,ATX
MSI X99A GODLIKE GAMING,LGA2011-3,EATX
Gigabyte GA-X150-PLUS WS,LGA1151,ATX
Gigabyte GA-970-Gaming SLI,AM3+/AM3,ATX
MSI Z170A MPOWER GAMING TITANIUM,LGA1151,ATX
Gigabyte GA-Z270-Gaming 3,LGA1151,ATX
ASRock Fatal1ty H270 Performance,LGA1151,ATX
Gigabyte GA-990X-Gaming SLI,AM3+,ATX
MSI X299 TOMAHAWK,LGA2066,ATX
ASRock Fatal1ty Z370 Professional Gaming i7,LGA1151,ATX
Gigabyte H310 D3,LGA1151,ATX
Asus Prime X299 Edition 30,LGA2066,ATX
Asus PRIME B760-PLUS-CSM,LGA1700,ATX
Gigabyte GA-Z68XP-UD4,LGA1155,ATX
Asus P8P67 EVO,LGA1155,ATX
Asus P5N-D,LGA775,ATX
Asus Maximus IV Extreme,LGA1155,EATX
ASRock P67 Pro3,LGA1155,ATX
Asus P8P67 PRO (REV 3.1),LGA1155,ATX
MSI 970A-G45,AM3+,ATX
ASRock P67 Extreme4 Gen3,LGA1155,ATX
MSI X79A-GD65 (8D),LGA2011,ATX
Asus P8H77-V,LGA1155,ATX
ASRock X79 Extreme11,LGA2011,EATX
ASRock Z77 Extreme3,LGA1155,ATX
Asus Z77-A,LGA1155,ATX
Asus Sabertooth 990FX/GEN3 R2.0,AM3+,ATX
MSI Z77A-G43 Gaming,LGA1155,ATX
ASRock Z87 Extreme11/ac,LGA1150,EATX
ASRock B85 Killer,LGA1150,ATX
MSI Z97 MPOWER MAX AC,LGA1150,ATX
ASRock Z97 OC FORMULA,LGA1150,ATX
MSI Z97-G43 GAMING,LGA1150,ATX
ASRock X99 Extreme6,LGA2011-3,ATX
Gigabyte GA-X99-SOC Champion,LGA2011-3,EATX
ASRock X99 Extreme4/3.1,LGA2011-3,ATX
ASRock H87WSA-DL,LGA1150,ATX
ASRock Z170 Extreme7+,LGA1151,ATX
Gigabyte GA-Z170X-Gaming GT,LGA1151,ATX
ASRock H170 Pro4S,LGA1151,ATX
ASRock B150M-HDV/D3,LGA1151,ATX
Asus Z170-WS,LGA1151,ATX
Asus E3-PRO V5,LGA1151,ATX
Gigabyte GA-X99-Phoenix SLI,LGA2011-3,ATX
Gigabyte GA-Z170X-Designare,LGA1151,ATX
Gigabyte GA-X170-EXTREME ECC,LGA1151,ATX
MSI X99A TOMAHAWK,LGA2011-3,ATX
MSI X99A WORKSTATION,LGA2011-3,ATX
Gigabyte GA-Z270X-Gaming 8,LGA1151,ATX
MSI X299 XPOWER GAMING AC,LGA2066,EATX
MSI X299 GAMING PRO CARBON,LGA2066,ATX
MSI X370 GAMING M7 ACK,AM4,ATX
Asus ROG MAXIMUS XI APEX,LGA1151,ATX
Gigabyte B660 GAMING X,LGA1700,ATX
MSI Z790-S01,LGA1700,ATX
ASRock Z690-C/ac,LGA1700,ATX
Asus P7P55D-E PRO,LGA1156,ATX
Gigabyte GA-EP45T-UD3LR,LGA775,ATX
Asus Rampage III Formula,LGA1366,ATX
ASRock P45X3 Deluxe,LGA775,ATX
MSI Big Bang XPOWER,LGA1366,ATX
Asus P7H55/USB3,LGA1156,ATX
MSI P55-GD65 USB3,LGA1156,ATX
ASRock X58 Extreme6,LGA1366,ATX
ASRock P67 Transformer,LGA1155,ATX
MSI X58A-GD65,LGA1366,ATX
Gigabyte GA-P67A-UD3P-B3,LGA1155,ATX
Gigabyte GA-P67A-UD4-B3,LGA1155,ATX
Gigabyte GA-Z68A-D3-B3,LGA1155,ATX
Gigabyte GA-990FXA-UD7,AM3+,ATX
ASRock X79 Extreme3,LGA2011,ATX
MSI X79A-GD45 (8D),LGA2011,ATX
Gigabyte GA-Z77X-UD5H-WB,LGA1155,ATX
Gigabyte GA-Z77X-UP5 TH,LGA1155,ATX
ASRock Z77 WS,LGA1155,ATX
ASRock Z77 Extreme11,LGA1155,EATX
Asus Z9PA-U8,LGA2011,ATX
Asus Z87-Expert,LGA1150,ATX
Gigabyte GA-Z87X-OC,LGA1150,ATX
Gigabyte G1.Sniper Z87,LGA1150,ATX
MSI Z97 U3 Plus,LGA1150,ATX
MSI Z97-Gaming 9 AC,LGA1150,ATX
MSI H97 Guard-Pro,LGA1150,ATX
ASRock B85 Anniversary,LGA1150,ATX
MSI Z97-G43,LGA1150,ATX
ASRock EPC612D8A-TB,LGA2011-3 Narrow,ATX
Asus Z97-PRO(Wi-Fi ac)/USB 3.1,LGA1150,ATX
MSI X99A MPOWER,LGA2011-3,ATX
Asus M5A97 PLUS,AM3+,ATX
ASRock 990FX Killer/3.1,AM3+/AM3,ATX
MSI Z97A GAMING 6,LGA1150,ATX
Gigabyte GA-H97M-DS3P,LGA1150,ATX
ASRock B150 Gaming K4,LGA1151,ATX
MSI Z170A-G43 PLUS,LGA1151,ATX
MSI Z170A KRAIT GAMING R6 SIEGE,LGA1151,ATX
Asus M5A78L/USB3,AM3+,ATX
MSI C236A WORKSTATION,LGA1151,ATX
ASRock P55 Deluxe3,LGA1156,ATX
Gigabyte GA-B250M-D3V,LGA1151,ATX
Gigabyte GA-Z270X-Gaming 9,LGA1151,EATX
ASRock Fatal1ty X299 Gaming K6,LGA2066,ATX
Gigabyte X299 AORUS Ultra Gaming,LGA2066,ATX
MSI Z370 GODLIKE GAMING,LGA1151,EATX
ASRock Z390 PHANTOM GAMING 7,LGA1151,ATX
Asus PRIME H770-PLUS,LGA1700,ATX
Gigabyte Z490 AORUS ULTRA G2,LGA1200,ATX
Asus P7P55 LX,LGA1156,ATX
Gigabyte GA-P55A-UD3P,LGA1156,ATX
ASRock X58 Extreme,LGA1366,ATX
ASRock P43DE3,LGA775,ATX
Asus P8H67-V,LGA1155,ATX
MSI P67A-G45 (B3),LGA1155,ATX
MSI P67A-G43 (B3),LGA1155,ATX
Asus M5A87,AM3+,ATX
Asus P8Z68-V,LGA1155,ATX
Asus P8Z68 Deluxe,LGA1155,ATX
Asus M5A99X EVO,AM3+,ATX
ASRock 990FX Extreme4,AM3+,ATX
MSI Z68A-G43 (G3),LGA1155,ATX
MSI X79A-GD45,LGA2011,ATX
Gigabyte GA-X79-UD5,LGA2011,EATX
ASRock X79 Extreme9,LGA2011,ATX
ASRock 970DE3/U3S3,AM3+,ATX
Asus P8Z77-V LE,LGA1155,ATX
Asus P8Z77 WS,LGA1155,ATX
ASRock 970 Pro3,AM3+,ATX
Asus P8Z77-V LE PLUS,LGA1155,ATX
Gigabyte GA-970A-DS3,AM3+,ATX
ASRock Z87 Extreme6,LGA1150,ATX
ASRock Z87 OC Formula,LGA1150,EATX
Gigabyte GA-Z87-DS3H,LGA1150,ATX
MSI H87-G43 GAMING,LGA1150,ATX
Gigabyte GA-Z97X-SOC,LGA1150,ATX
Gigabyte GA-Z97X-Gaming G1 WIFI-BK,LGA1150,ATX
MSI Z97S SLI Plus,LGA1150,ATX
ASRock Z97 PROFESSIONAL,LGA1150,ATX
ASRock Z97 Extreme9,LGA1150,ATX
MSI X99S XPOWER AC,LGA2011-3,EATX
ASRock X99 Professional,LGA2011-3,EATX
MSI X99S MPOWER,LGA2011-3,ATX
Gigabyte GA-Z97-HD3P,LGA1150,ATX
Asus Z97-DELUXE/USB 3.1,LGA1150,ATX
ASRock Z170 Extreme6+,LGA1151,ATX
ASRock Z170 Extreme4+,LGA1151,ATX
ASRock Z170 Extreme6,LGA1151,ATX
ASRock FATAL1TY 970 PERFORMANCE/3.1,AM3+/AM3,ATX
ASRock H170 Pro4/D3,LGA1151,ATX
Asus B150-PLUS D3,LGA1151,ATX
ASRock H170A-X1,LGA1151,ATX
ASRock H170A-X1/3.1,LGA1151,ATX
Asus Z170-PREMIUM,LGA1151,ATX
ASRock Z170A-X1,LGA1151,ATX
Gigabyte GA-970-Gaming,AM3+,ATX
MSI X99A SLI,LGA2011-3,ATX
Asus Z270-WS,LGA1151,ATX
ASRock Z270 Professional Gaming i7,LGA1151,ATX
MSI X299 GAMING M7 ACK,LGA2066,ATX
ASRock X299 OC Formula,LGA2066,ATX
Asus ROG STRIX X299-XE GAMING,LGA2066,ATX
MSI H110 PC MATE,LGA1151,ATX
ASRock Fatal1ty X99 Professional,LGA2011-3,EATX
ASRock Z590-C/ax,LGA1200,ATX
MSI Z490 PLUS,LGA1200,ATX
Gigabyte B760 AORUS ELITE DDR4,LGA1700,ATX
Gigabyte B760 AORUS ELITE,LGA1700,ATX
Asus P7P55D Pro,LGA1156,ATX
Asus Sabertooth 55I,LGA1156,ATX
Gigabyte GA-EP45-UD3L,LGA775,ATX
Gigabyte GA-P55-UD3R,LGA1156,ATX
ASRock P55 Extreme4,LGA1156,ATX
Asus P6T6 WS Revolution,LGA1366,ATX
MSI P55A FUZION,LGA1156,ATX
Gigabyte GA-EP43T-UD3L,LGA775,ATX
MSI P67A-C45,LGA1155,ATX
Gigabyte GA-P43T-ES3G,LGA775,ATX
ASRock Fatal1ty P67 Professional,LGA1155,ATX
Asus Sabertooth P67 (REV 3.0),LGA1155,ATX
ASRock P67 Extreme 4 (B3),LGA1155,ATX
Gigabyte GA-Z68X-UD3-B3,LGA1155,ATX
Asus P8H67-V (REV 3.0),LGA1155,ATX
MSI 990XA-GD55,AM3+/AM3,ATX
MSI Z68A-GD55 (G3),LGA1155,ATX
ASRock 990FX Extreme3,AM3+/AM3,ATX
ASRock X79 Extreme7,LGA2011,ATX
ASRock X79 Extreme6/GB,LGA2011,ATX
ASRock Fatal1ty X79 Professional,LGA2011,ATX
ASRock Z77 Extreme9,LGA1155,ATX
Asus Maximus V Extreme,LGA1155,EATX
Gigabyte GA-Z77X-UP4 TH,LGA1155,ATX
ASRock Z77 OC Formula,LGA1155,EATX
MSI Z77A-G45 Thunderbolt,LGA1155,ATX
MSI ZH77A-G43,LGA1155,ATX
Gigabyte GA-H87-D3H,LGA1150,ATX
MSI H87-G43,LGA1150,ATX
Asus Z87-WS,LGA1150,ATX
Gigabyte GA-H81.Amp-UP,LGA1150,ATX
Gigabyte GA-EP43-S3L,LGA775,ATX
Gigabyte GA-H81-D3,LGA1150,ATX
Gigabyte GA-X99-SOC FORCE,LGA2011-3,EATX
ASRock X99 Extreme6/ac,LGA2011-3,ATX
Asus SABERTOOTH Z97 MARK 1/USB 3.1,LGA1150,ATX
MSI X99A XPOWER AC,LGA2011-3,EATX
MSI Z97A SLI KRAIT EDITION,LGA1150,ATX
ASRock E3C224D4M-16RE,LGA1150,ATX
ASRock Z170 OC Formula,LGA1151,ATX
ASRock H170 Pro4,LGA1151,ATX
Gigabyte GA-Z170X-SOC FORCE,LGA1151,EATX
Asus MAXIMUS VIII EXTREME/ASSEMBLY,LGA1151,EATX
Gigabyte GA-Z170X-Gaming 5-EU,LGA1151,ATX
Asus P10S-E/4L,LGA1151,ATX
ASRock X299 Killer SLI/ac,LGA2066,ATX
ASRock X299 Extreme4,LGA2066,ATX
Gigabyte X299 AORUS Gaming 7 Pro,LGA2066,ATX
Gigabyte X299 AORUS Gaming,LGA2066,ATX
Gigabyte X299 AORUS MASTER,LGA2066,EATX
Asus X299 Edition 30,LGA2066,ATX
MSI X299 PRO 10G,LGA2066,ATX
MSI X299-A PRO,LGA2066,ATX
Asus PRIME H770-PLUS-CSM,LGA1700,ATX
Asus P7H57D-V EVO,LGA1156,ATX
Gigabyte GA-P55A-UD6,LGA1156,ATX
Gigabyte GA-P67A-UD4,LGA1155,ATX
MSI P67A-GD65,LGA1155,ATX
Gigabyte G1.Guerrilla,LGA1366,EATX
Gigabyte GA-H67A-UD3H-B3,LGA1155,ATX
Gigabyte GA-P67A-UD3-B3,LGA1155,ATX
MSI PH67S-C43 (B3),LGA1155,ATX
Gigabyte GA-X58A-OC,LGA1366,ATX
Gigabyte GA-Z68X-UD4-B3,LGA1155,ATX
ASRock Z68 Pro3,LGA1155,ATX
ASRock Z68 Extreme4,LGA1155,ATX
ASRock Fatal1ty P67 Performance,LGA1155,ATX
Asus P6X58-E PRO,LGA1366,ATX
Gigabyte GA-Z68XP-UD3P,LGA1155,ATX
ASRock P67 Transformer (B3),LGA1156,ATX
MSI Z68A-GD55 (B3),LGA1155,ATX
MSI PH61A-P35 (B3),LGA1155,ATX
Asus Crosshair V Formula/Thunderbolt,AM3+,ATX
ASRock Z68 Extreme7 Gen3,LGA1155,ATX
MSI X79A-GD65(8D) Frio Adv,LGA2011,ATX
Gigabyte G1.ASSASSIN2,LGA2011,EATX
ASRock 770iCafe,AM3+/AM3,ATX
Gigabyte G1.Sniper 3,LGA1155,EATX
MSI Z77A-GD80,LGA1155,ATX
Gigabyte G1.SNIPER 5,LGA1150,EATX
MSI Z87 MPOWER Max,LGA1150,ATX
ASRock Z87 OC Formula/ac,LGA1150,EATX
ASRock C226WS,LGA1150,ATX
ASRock E3C224,LGA1150,ATX
MSI Z87-G55,LGA1150,ATX
MSI Z87 MPOWER SP,LGA1150,ATX
Gigabyte GA-Z87X-HD3,LGA1150,ATX
Gigabyte GA-970A-DS3P BOM,AM3+,ATX
Asus Z87-A (NFC Express Edition),LGA1150,ATX
ASRock Fatal1ty Z87 Professional,LGA1150,ATX
MSI Z97 MPOWER,LGA1150,ATX
Asus Z97-DELUXE(NFC&WLC),LGA1150,ATX
MSI Z97 XPOWER AC,LGA1150,EATX
Gigabyte GA-Z87X-SLI,LGA1150,ATX
Asus SABERTOOTH Z97 MARK1,LGA1150,ATX
Gigabyte GA-X99-Gaming 7 WIFI,LGA2011-3,EATX
Gigabyte GA-X99-Gaming 5P,LGA2011-3,EATX
ASRock Z97X Killer/3.1,LGA1150,ATX
ASRock Z97 Extreme4/3.1,LGA1150,ATX
ASRock X99 Extreme6/3.1,LGA2011-3,ATX
ASRock Fatal1ty X99X Killer/3.1,LGA2011-3,ATX
ASRock Fatal1ty X99 Professional/3.1,LGA2011-3,EATX
Gigabyte GA-H170-HD3 DDR3,LGA1151,ATX
ASRock Z170 Extreme3,LGA1151,ATX
Gigabyte MW31-SP0,LGA1151,ATX
Asus B150-PRO D3,LGA1151,ATX
Asus H170-PRO/USB 3.1,LGA1151,ATX
MSI E3 KRAIT GAMING V5,LGA1151,ATX
Gigabyte GA-X170-WS ECC (rev. 1.0),LGA1151,ATX
Gigabyte GA-Z270X-UD5,LGA1151,ATX
ASRock Z170 Pro4/D3,LGA1151,ATX
Gigabyte GA-Z270X-Gaming SOC,LGA1151,ATX
MSI Z270 MPOWER GAMING TITANIUM,LGA1151,ATX
ASRock X299 Taichi XE,LGA2066,ATX
ASRock Fatal1ty X299 Professional Gaming i9 XE,LGA2066,ATX
Gigabyte B360 HD3P,LGA1151,ATX
Gigabyte GA-H55-USB3,LGA1156,ATX
Asus P7P55D Deluxe,LGA1156,ATX
Asus P7P55D-E Deluxe,LGA1156,ATX
Gigabyte GA-EP45T-USB3P,LGA775,ATX
ASRock P43DE,LGA775,ATX
MSI X58A-GD45,LGA1366,ATX
ASRock X58 Extreme 3,LGA1366,ATX
Asus P7P55 WS SuperComputer,LGA1156,ATX
Asus P7F7-E WS SuperComputer,LGA1156,ATX
Gigabyte GA-H67A-UD3H,LGA1155,ATX
MSI P67A-GD55,LGA1155,ATX
MSI P67A-GD53,LGA1155,ATX
Gigabyte G1.Sniper,LGA1366,ATX
Asus Maximus IV Extreme (REV 3.0),LGA1155,EATX
MSI P67A-C43 (B3),LGA1155,ATX
Asus P8P67 (REV 3.0),LGA1155,ATX
Asus P8P67 Deluxe (REV 3.0),LGA1155,ATX
Asus P6X58-E WS,LGA1366,ATX
ASRock Fatal1ty P67 Professional (B3),LGA1155,ATX
Gigabyte GA-P67A-UD5-B3,LGA1155,ATX
Asus P8P67 WS Revolution (REV 3.0),LGA1155,ATX
Asus P8P67 PRO (REV 3.0),LGA1155,ATX
ASRock 890FX Deluxe5,AM3+,ATX
Gigabyte GA-P67X-UD3-B3,LGA1155,ATX
Asus P8P67 EVO (REV 3.0),LGA1155,ATX
ASRock P67 Pro3 SE,LGA1155,ATX
MSI P67S-C43 (B3),LGA1155,ATX
Gigabyte GA-Z68X-UD7-B3,LGA1155,ATX
MSI Z68A-GD80 (B3),LGA1155,ATX
MSI 990FXA-GD80,AM3+,ATX
Asus M5A97 EVO,AM3+,ATX
ASRock H61DE/S3,LGA1155,ATX
Gigabyte GA-Z68XP-UD5,LGA1155,ATX
ASRock Z68 Professional Gen3,LGA1155,ATX
MSI H67A-G43 (B3),LGA1155,ATX
MSI Z68A-G45 (B3),LGA1155,ATX
Gigabyte GA-Z68AP-D3(R2.0),LGA1155,ATX
ASRock Z77 Professional,LGA1155,ATX
ASRock Z77 Performance,LGA1155,ATX
ASRock X79 Champion,LGA2011,EATX
Asus Maximus V Formula/ThunderFX,LGA1155,EATX
Gigabyte GA-Z77X-UD4H,LGA1155,ATX
ASRock Z77 Fatal1ty Professional,LGA1155,ATX
ASRock Z87 Extreme6/ac,LGA1150,ATX
ASRock Z87 Extreme9/ac,LGA1150,ATX
ASRock H87WS-DL,LGA1150,ATX
Asus M5A97 LE R2.0 BOM,AM3+,ATX
Gigabyte GA-Z87X-UD7 TH,LGA1150,EATX
Gigabyte G1.SNIPER Z5S,LGA1150,ATX
MSI Z87 MPOWER MAX AC,LGA1150,ATX
Asus Z97-WS,LGA1150,ATX
Gigabyte GA-Z97X-SOC FORCE LN2,LGA1150,ATX
MSI Z97A GAMING 9 ACK,LGA1150,ATX
MSI Z87 MPOWER-R,LGA1150,ATX
ASRock Z97 Extreme6/3.1,LGA1150,ATX
Gigabyte GA-Z97X-Game Plus,LGA1150,ATX
ASRock Fatal1ty Z170 Gaming K6+,LGA1151,ATX
ASRock Fatal1ty B150 Gaming K4/D3,LGA1151,ATX
ASRock B150 Pro4/D3,LGA1151,ATX
Gigabyte GA-990XA-UD3 R5,AM3+/AM3,ATX
ASRock E3V5 Performance Gaming/OC,LGA1151,ATX
ASRock H170 Performance/Hyper,LGA1151,ATX
ASRock B150 GAMING K4/HYPER,LGA1151,ATX
ASRock Fatal1ty E3V5 Performance Gaming/OC,LGA1151,ATX
Gigabyte GA-H270-HD3P,LGA1151,ATX
ASRock Z270 SuperCarrier,LGA1151,ATX
Gigabyte X299 UD4,LGA2066,ATX
MSI X58 PLATINUM,LGA1366,ATX
Gigabyte X299 AORUS Gaming 3 Pro,LGA2066,ATX
Asus ROG Maximus XI Hero (Wi-Fi) Call of Duty: Black Ops 4 Edition,LGA1151,ATX
Asus Z490-GUNDAM (WI-FI),LGA1200,ATX
ASRock P55 Pro/USB3,LGA1156,ATX
MSI H55-G43,LGA1156,ATX
MSI Big Bang Trinergy,LGA1156,ATX
MSI Big Bang Fuzion,LGA1156,ATX
MSI H55-GD65,LGA1156,ATX
ASRock H55DE3,LGA1156,ATX
Asus Sabertooth 55i,LGA1156,ATX
Gigabyte GA-P67A-UD3,LGA1155,ATX
